company,status,zip,reason,birth,death,jurisdiction,jurisdictionType,lat,lng
THE R. W. HERFURTH COMPANY,ACTIVE,10007,NA,06/02/1908,NA,CONNECTICUT,domestic,40.7103512,-74.01114600000001
NORWALL MANUFACTURING COMPANY,ACTIVE,10036,NA,06/03/1908,NA,ILLINOIS,domestic,40.7549112,-73.9843132
CENTRAL IRON AND COAL COMPANY,ACTIVE,10005,NA,06/06/1908,NA,NEW JERSEY,domestic,40.7065524,-74.0101174
PHOENIX IRON WORKS COMPANY,ACTIVE,10006,NA,06/12/1908,NA,PENNSYLVANIA,domestic,40.7089457,-74.0107677
HEATON BUTLER & BAYNE (NEW YORK) LIMITED,ACTIVE,10016,NA,06/13/1908,NA,GABON,international,40.75132,-73.9821446
BROWN REALTY COMPANY,ACTIVE,10027,NA,06/15/1908,NA,NEW JERSEY,domestic,40.80588600000001,-73.951526
LEA EQUIPMENT COMPANY,ACTIVE,10006,NA,06/15/1908,NA,NEW JERSEY,domestic,40.7131603,-74.01336529999999
AMERICAN LEATHER COMPANY,ACTIVE,10038,NA,12/27/1892,NA,DELAWARE,domestic,40.7113895,-74.00559760000002
THE NORMANDALE LUMBER COMPANY,ACTIVE,10004,NA,12/27/1892,NA,NEW JERSEY,domestic,40.7055402,-74.0125597
THE PHILLIPS FERGUSON & HARROLD COMPANY,ACTIVE,10013,NA,12/27/1892,NA,NEW JERSEY,domestic,40.729341,-74.0105533
THE BORDEN & SLATER BILL OF FARE COMPANY,ACTIVE,10038,NA,12/27/1892,NA,NEW JERSEY,domestic,40.7107046,-74.00860209999999
THE BROOKLYN TROWSERS COMPANY,ACTIVE,11205,NA,12/27/1892,NA,NEW JERSEY,domestic,40.6932532,-73.97350589999999
THE NATIONAL SALT AND CHEMICAL COMPANY,ACTIVE,10013,NA,12/27/1892,NA,NEW JERSEY,domestic,40.7188434,-74.0092313
THE GALLISON AND HOBRON COMPANY,ACTIVE,10003,NA,12/27/1892,NA,NEW JERSEY,domestic,40.7300821,-73.991626
THE LEE COMPOSITE MANUFACTURING COMPANY,ACTIVE,10005,NA,12/27/1892,NA,NEW JERSEY,domestic,40.70747859999999,-74.011214
THE ELECTRICAL NOVELTY COMPANY,ACTIVE,10038,NA,12/27/1892,NA,NEW JERSEY,domestic,40.7124522,-74.0027087
THE INTERNATIONAL BRONZE POWDER COMPANY,ACTIVE,10007,NA,12/27/1892,NA,NEW JERSEY,domestic,40.7142529,-74.0025658
THE LONG ISLAND DRYING COMPANY,ACTIVE,11209,NA,12/27/1892,NA,NEW JERSEY,domestic,40.6202981,-74.0298183
THE MORRISANIA SILK MILLS,ACTIVE,10013,NA,12/27/1892,NA,NEW JERSEY,domestic,40.7197457,-74.0052221
THE DAHLONEGA GOLD MINING COMPANY,ACTIVE,10006,NA,12/27/1892,NA,KENTUCKY,domestic,40.7131603,-74.01336529999999
CARLYLE MANUFACTURING COMPANY INC.,ACTIVE,10011,NA,12/27/1892,NA,CONNECTICUT,domestic,40.7409573,-74.0021187
ADAMS HOTEL COMPANY,ACTIVE,10012,NA,12/27/1892,NA,NEW JERSEY,domestic,40.7250632,-73.9976946
THE UNION WAREHOUSE CO.,ACTIVE,10005,NA,12/27/1892,NA,NEW JERSEY,domestic,40.7056155,-74.00900589999999
THE F. B. Q. CLOTHING COMPANY,ACTIVE,10012,NA,12/27/1892,NA,NEW JERSEY,domestic,40.728142,-73.9955756
THE ROY MANUFACTURING COMPANY,ACTIVE,10038,NA,12/27/1892,NA,NEW JERSEY,domestic,40.7089237,-74.00854629999999
THE CHRISTIAN FINANCE ASSOCIATION,ACTIVE,10038,NA,06/25/1908,NA,NEW JERSEY,domestic,40.7096242,-74.0098678
HALL-BORCHERT DRESS FORM CO.,ACTIVE,10001,NA,06/26/1908,NA,NEW JERSEY,domestic,40.74761549999999,-73.98716449999999
THE ASPHALT PAVING AND CONTRACTING COMPANY,ACTIVE,10006,NA,06/30/1908,NA,DELAWARE,domestic,40.708882,-74.01143259999999
CAMMELL LAIRD & COMPANY LIMITED,ACTIVE,10005,NA,07/09/1908,NA,GABON,international,40.706708,-74.0089239
J. M. GUMMEY AND SONS,ACTIVE,10001,NA,07/09/1908,NA,NEW JERSEY,domestic,40.7493506,-73.98608159999999
FRENCH DRUG COMPANY,ACTIVE,10001,NA,07/17/1908,NA,NEW JERSEY,domestic,40.74761549999999,-73.98716449999999
JOHN L. WHITING --J. J. ADAMS CO.,ACTIVE,11222,NA,07/24/1908,NA,MAINE,domestic,40.7300794,-73.95532419999999
GILL TRAFFORD & REID,ACTIVE,10045,NA,08/01/1908,NA,NEW JERSEY,domestic,40.70862049999999,-74.0093851
MERCHANTS CREDIT GUIDE COMPANY,ACTIVE,10011,NA,06/18/1908,NA,ILLINOIS,domestic,40.7409573,-74.0021187
WYETH HOLDINGS CORPORATION,ACTIVE,10011,NA,06/19/1908,NA,MAINE,domestic,40.7409573,-74.0021187
HOUGHTON MIFFLIN HARCOURT PUBLISHING COMPANY,ACTIVE,10011,NA,06/19/1908,NA,MASSACHUSETTS,domestic,40.7409573,-74.0021187
WILLIAM ECKART DECORATING COMPANY,ACTIVE,10018,NA,08/21/1908,NA,ILLINOIS,domestic,40.75382099999999,-73.9870491
THE GRAPE CAPSULE CO.,ACTIVE,10038,NA,08/21/1908,NA,PENNSYLVANIA,domestic,40.7098173,-74.006949
SHENANDOAH REALTY COMPANY,ACTIVE,10005,NA,08/25/1908,NA,NEW JERSEY,domestic,40.708743,-74.00961199999999
SHERMAN MARKET COMPANY,ACTIVE,10022,NA,08/28/1908,NA,NEW JERSEY,domestic,40.7629992,-73.9716005
ELECTRICAL CORPORATION CONSOLIDATED,ACTIVE,10004,NA,09/04/1908,NA,DELAWARE,domestic,40.7061121,-74.01153459999999
OAKDALE BAKING COMPANY,ACTIVE,10010,NA,09/08/1908,NA,PENNSYLVANIA,domestic,40.737245,-73.9842894
SQUARE D. COMPANY,INACTIVE,10019,TERMINATION,09/14/1908,07/21/1989,MICHIGAN,domestic,40.761923,-73.9843202
STANLEY BLACK & DECKER INC.,ACTIVE,10011,NA,08/12/1908,NA,CONNECTICUT,domestic,40.7409573,-74.0021187
THE GERMAN THEATRE (INC),ACTIVE,10010,NA,09/16/1908,NA,NEW JERSEY,domestic,40.743701,-73.987386
THE INCANDESCENT LIGHT & STOVE COMPANY,ACTIVE,10005,NA,09/23/1908,NA,OHIO,domestic,40.70756,-74.01078869999999
THE DAVID KRAUS AMUSEMENT COMPANY,ACTIVE,10003,NA,08/13/1908,NA,NEW JERSEY,domestic,40.7337586,-73.9882989
HUDSONS,ACTIVE,10006,NA,09/26/1908,NA,NEW JERSEY,domestic,40.709329,-74.0131196
POPE-HARTFORD AUTO COMPANY,ACTIVE,10023,NA,10/02/1908,NA,NEW JERSEY,domestic,40.7696473,-73.9822322
AMERICAN TAXAMETER CAB COMPANY,ACTIVE,10003,NA,10/05/1908,NA,MAINE,domestic,40.7355489,-73.98869289999999
ARCHITECTS STANDARD BRONZE COMPANY,ACTIVE,10010,NA,10/07/1908,NA,DELAWARE,domestic,40.7411565,-73.986901
THE MALBA LAND COMPANY,ACTIVE,10005,NA,10/09/1908,NA,CONNECTICUT,domestic,40.708743,-74.00961199999999
THE FURNITURE COMMERCIAL AGENCY COMPANY,ACTIVE,10013,NA,08/18/1908,NA,OHIO,domestic,40.7167003,-74.0038987
THE ANNESS AND POTTER FIRE CLAY COMPANY,ACTIVE,10010,NA,10/13/1908,NA,NEW JERSEY,domestic,40.7411565,-73.986901
HERMAN KOHLBUSCH SR.,ACTIVE,10038,NA,10/26/1908,NA,NEW JERSEY,domestic,40.7071498,-74.0021019
L. A. BECKER COMPANY,ACTIVE,10010,NA,10/27/1908,NA,NEW JERSEY,domestic,40.7402687,-73.98792329999999
ENGLISH LUMBER COMPANY,ACTIVE,10010,NA,10/30/1908,NA,NORTH CAROLINA,domestic,40.7411565,-73.986901
GOODELL-PRATT COMPANY,ACTIVE,10013,NA,11/02/1908,NA,MASSACHUSETTS,domestic,40.7157322,-74.0078645
ST. GEORGE VINEYARD,ACTIVE,10013,NA,11/09/1908,NA,CALIFORNIA,domestic,40.7248308,-74.0113677
AMERICAN CHECKOGRAM COMPANY,ACTIVE,10006,NA,10/16/1908,NA,NEW JERSEY,domestic,40.7080331,-74.0130887
C. E. RILEY COMPANY,ACTIVE,10013,NA,11/23/1908,NA,MASSACHUSETTS,domestic,40.71811599999999,-74.00668
THE DARBY CANDY COMPANY OF BALTIMORE CITY,ACTIVE,10010,NA,11/24/1908,NA,MARYLAND,domestic,40.7373959,-73.9797416
TURBINE EQUIPMENT COMPANY,ACTIVE,10007,NA,11/24/1908,NA,NEW JERSEY,domestic,40.7107327,-74.0109679
ROONEY & SPENCE INCORPORATED,ACTIVE,10004,NA,11/28/1908,NA,DELAWARE,domestic,40.7025595,-74.01405249999999
THE ST. JAMES SOCIETY,ACTIVE,10001,NA,11/28/1908,NA,NEW JERSEY,domestic,40.7452925,-73.9887875
RICHMOND LUNCH NO. 5,ACTIVE,10038,NA,12/01/1908,NA,DISTRICT OF COLUMBIA,domestic,40.70957720000001,-74.0087152
HYDROLITH COMPANY,ACTIVE,11201,NA,10/19/1908,NA,NEW JERSEY,domestic,40.6883158,-73.991871
BURNETT ORMSBY AND CLAPP LIMITED,ACTIVE,10038,NA,10/20/1908,NA,,domestic,40.7083014,-74.0077032
RIDGEWOOD DEVELOPMENT AND CONSTRUCTION COMPANY,ACTIVE,10038,NA,12/09/1908,NA,NEW JERSEY,domestic,40.70777930000001,-74.0081938
VESTA STORAGE BATTERY COMPANY,ACTIVE,10019,NA,12/18/1908,NA,ILLINOIS,domestic,40.7667715,-73.9818437
MCEWAN BROTHERS,ACTIVE,10007,NA,12/19/1908,NA,NEW JERSEY,domestic,40.71442,-74.00640159999999
SMOKELESS LOCOMOTIVE AND FURNACE COMPANY,ACTIVE,10007,NA,12/21/1908,NA,DELAWARE,domestic,40.7113424,-74.0105774
WHARTON AND COMPANY,ACTIVE,10003,NA,12/21/1908,NA,NEW JERSEY,domestic,40.7300821,-73.991626
SCRANTON IRON WORKS,ACTIVE,10036,NA,12/22/1908,NA,PENNSYLVANIA,domestic,40.7555196,-73.98576080000001
THE MALEY THOMPSON & MOFFETT COMPANY,ACTIVE,10016,NA,12/24/1908,NA,OHIO,domestic,40.742872,-73.9773112
SMITH BAKER COMPANY,ACTIVE,10005,NA,12/24/1908,NA,,domestic,40.70509370000001,-74.0080914
AUTOMATIC HEAD REST COMPANY,ACTIVE,10001,NA,12/26/1908,NA,NEW JERSEY,domestic,40.7499181,-73.98849589999999
EXCEL ELECTRIC HEATING COMPANY,ACTIVE,10007,NA,01/09/1909,NA,NEW JERSEY,domestic,40.7125603,-74.0110055
AMERICAN WATER SUPPLY COMPANY OF NEW YORK,ACTIVE,10006,NA,12/07/1908,NA,NEW JERSEY,domestic,40.708882,-74.01143259999999
BERGHOFF BREWING ASSOCIATION,ACTIVE,10038,NA,01/13/1909,NA,INDIANA,domestic,40.7111223,-74.0088761
GUBELMAN PUBLISHING COMPANY,ACTIVE,10016,NA,01/14/1909,NA,NEW JERSEY,domestic,40.7480979,-73.98477129999999
THE GREAT WEST PUBLISHING COMPANY,ACTIVE,10001,NA,01/18/1909,NA,ARIZONA,domestic,40.7477908,-73.9853517
THE STYLE COMPANY,ACTIVE,10001,NA,01/18/1909,NA,DELAWARE,domestic,40.7476351,-73.9923543
THE W. H. DEAN COMPANY,ACTIVE,10013,NA,12/07/1908,NA,NEW JERSEY,domestic,40.7180649,-74.00353849999999
THE GREAT NORTHERN COAL COMPANY,ACTIVE,10017,NA,12/07/1908,NA,MAINE,domestic,40.7512269,-73.97815299999999
BOYNTON FURNACE COMPANY,ACTIVE,10038,NA,01/30/1909,NA,NEW JERSEY,domestic,40.7074868,-74.0033874
DOLIER ENGINEERING COMPANY,ACTIVE,10006,NA,01/30/1909,NA,PENNSYLVANIA,domestic,40.70990339999999,-74.0121867
FARBER-DREWRY COMPANY,ACTIVE,10013,NA,02/01/1909,NA,DELAWARE,domestic,40.7177621,-74.0059875
CONCRETE BUILDERS EXCHANGE INC.,ACTIVE,10005,NA,01/22/1909,NA,DELAWARE,domestic,40.707631,-74.00833949999999
TOCH TILE COMPANY,ACTIVE,10001,NA,02/11/1909,NA,NEW JERSEY,domestic,40.745191,-73.989837
BEN HUR TRUCK COMPANY LIMITED,ACTIVE,10001,NA,02/15/1909,NA,,domestic,40.7495102,-73.9870698
LIVERMORE AND KNIGHT COMPANY,ACTIVE,10038,NA,02/17/1909,NA,,domestic,40.7095236,-74.00911260000001
BERGEN POINT IRON WORKS,ACTIVE,10006,NA,02/23/1909,NA,NEW JERSEY,domestic,40.7091825,-74.0105449
CABLE PNEUMATIC TIRE COMPANY,ACTIVE,10036,NA,02/23/1909,NA,NEW JERSEY,domestic,40.7548824,-73.9842398
NELSON VALVE COMPANY,ACTIVE,10007,NA,02/25/1909,NA,PENNSYLVANIA,domestic,40.7107327,-74.0109679
HARTFIELD SOLARI AND COMPANY,ACTIVE,10004,NA,02/26/1909,NA,DELAWARE,domestic,40.7025595,-74.01405249999999
AMERICAN CORRESPONDENCE SCHOOL OF LAW,ACTIVE,10036,NA,02/26/1909,NA,ILLINOIS,domestic,40.7550984,-73.9866856
NORTHERN MAINE PACKING COMPANY,ACTIVE,10013,NA,02/27/1909,NA,MAINE,domestic,40.7202289,-74.01172989999999
ECK DYNAMO AND MOTOR COMPANY,ACTIVE,10007,NA,03/08/1909,NA,NEW JERSEY,domestic,40.7141214,-74.0103785
CHARTER SHIRT COMPANY,ACTIVE,10006,NA,03/10/1909,NA,NEW JERSEY,domestic,40.7080331,-74.0130887
SOUTH JERSEY GLASS WORKS,ACTIVE,10038,NA,03/10/1909,NA,NEW JERSEY,domestic,40.7084158,-74.0072149
DURYEA MANUFACTURING COMPANY,ACTIVE,10005,NA,03/12/1909,NA,NEW JERSEY,domestic,40.70566669999999,-74.00820639999999
BOKERT SPRINGS MINERAL WATER CO.,ACTIVE,10010,NA,03/20/1909,NA,NEW JERSEY,domestic,40.7388319,-73.98153370000001
PREMIER NOVELTY MANUFACTURING COMPANY,ACTIVE,10011,NA,03/20/1909,NA,ILLINOIS,domestic,40.7369664,-73.99317549999999
MEYROWITZ MANUFACTURING COMPANY,ACTIVE,10016,NA,03/22/1909,NA,NEW JERSEY,domestic,40.7576043,-73.9107057
UNIVERSAL FINANCE AND REALTY CORPORATION,ACTIVE,10005,NA,03/12/1909,NA,DISTRICT OF COLUMBIA,domestic,40.7058078,-74.0084134
ARNOLD AND DYER ADVERTISERS AGENCY,ACTIVE,10006,NA,03/25/1909,NA,PENNSYLVANIA,domestic,40.708882,-74.01143259999999
CHICAGO PACKING BOX COMPANY OF ILLINOIS,ACTIVE,10013,NA,03/29/1909,NA,,domestic,40.7162204,-74.00918759999999
THE CROWN COAL COMPANY LIMITED,ACTIVE,10017,NA,03/29/1909,NA,MAINE,domestic,40.7512269,-73.97815299999999
DEBOWER-ELLIOTT COMPANY,ACTIVE,10036,NA,03/13/1909,NA,ILLINOIS,domestic,40.7550984,-73.9866856
DISCOUNT & SECURITIES COMPANY OF NEW YORK,ACTIVE,10038,NA,04/02/1909,NA,DELAWARE,domestic,40.7096242,-74.0098678
W. & B. DOUGLAS,ACTIVE,10007,NA,04/02/1909,NA,CONNECTICUT,domestic,40.7132266,-74.0071349
ESSEX FOUNDRY,ACTIVE,10013,NA,04/06/1909,NA,NEW JERSEY,domestic,40.7166784,-74.0002263
BLACK SHORT-HAIRED CATTERY,ACTIVE,10005,NA,04/07/1909,NA,NEW JERSEY,domestic,40.7087909,-74.0096038
AMERICAN RING COMPANY,ACTIVE,10013,NA,04/09/1909,NA,CONNECTICUT,domestic,40.715763,-74.00939799999999
STERLING ENGINEERING COMPANY,ACTIVE,10010,NA,04/12/1909,NA,NEW JERSEY,domestic,40.743786,-73.9893613
BILLIKEN JEWELRY COMPANY,ACTIVE,10011,NA,03/15/1909,NA,ILLINOIS,domestic,40.7369664,-73.99317549999999
HOTCHKISS-JOBS REALTY COMPANY,ACTIVE,10007,NA,04/13/1909,NA,NEW JERSEY,domestic,40.7107327,-74.0109679
THE WORMSER-GOODMAN CONSTRUCTION COMPANY,ACTIVE,10005,NA,04/19/1909,NA,NEW JERSEY,domestic,40.706708,-74.0089239
C. L. GRAY CONSTRUCTION COMPANY,ACTIVE,10005,NA,04/19/1909,NA,ILLINOIS,domestic,40.7059659,-74.0087841
PANHARD & LEAVASSOR BUILDING COMPANY,ACTIVE,10023,NA,03/15/1909,NA,NEW JERSEY,domestic,40.771052,-73.9825487
THE INTERNATIONAL FIRE APPLIANCE COMPANY,ACTIVE,10001,NA,03/16/1909,NA,DELAWARE,domestic,40.7557163,-73.99973659999999
ALLERS & COMPANY,ACTIVE,10038,NA,04/30/1909,NA,NEW JERSEY,domestic,40.7093884,-74.00774229999999
THE URBAN REALTY COMPANY,ACTIVE,10005,NA,04/30/1909,NA,CONNECTICUT,domestic,40.708743,-74.00961199999999
ACRE FARM AND HOME COMPANY,ACTIVE,10006,NA,05/06/1909,NA,NEW JERSEY,domestic,40.7090422,-74.0106759
MAXIM SILENT FIREARMS COMPANY,ACTIVE,10038,NA,05/10/1909,NA,NEW JERSEY,domestic,40.7115866,-74.0066803
MUTUAL SECURITIES COMPANY,ACTIVE,10006,NA,05/10/1909,NA,ARIZONA,domestic,40.7090422,-74.0106759
NATURAL FLOWER PERFUME COMPANY,ACTIVE,10038,NA,04/22/1909,NA,ILLINOIS,domestic,40.7068498,-74.00780449999999
SHAWINIGAN CARBIDE COMPANY LIMITED,ACTIVE,10005,NA,05/14/1909,NA,,domestic,40.70521979999999,-74.0097243
TUCKER FEEDER COMPANY,ACTIVE,10010,NA,05/14/1909,NA,MAINE,domestic,40.7411565,-73.986901
E. F. GIBERSON AND COMPANY,ACTIVE,10003,NA,05/17/1909,NA,INDIANA,domestic,40.736892,-73.989367
THE STANDARD OYSTER COMPANY,ACTIVE,10006,NA,05/18/1909,NA,CONNECTICUT,domestic,40.7085538,-74.01133229999999
THE ARDROSS WORSTED COMPANY,ACTIVE,10013,NA,05/20/1909,NA,PENNSYLVANIA,domestic,40.7180749,-74.0055017
BENNER LINE,ACTIVE,10005,NA,05/24/1909,NA,NEW JERSEY,domestic,40.7041952,-74.0081611
N. A. BENNER & CO. INCORPORATED,ACTIVE,10005,NA,05/24/1909,NA,NEW JERSEY,domestic,40.7041952,-74.0081611
SECURITIES EXCHANGE CORPORATION,ACTIVE,10038,NA,05/24/1909,NA,MAINE,domestic,40.7093625,-74.00998369999999
THE SEMPLE-RIEGER COMPANY,ACTIVE,10038,NA,05/25/1909,NA,NEW JERSEY,domestic,40.7098173,-74.006949
AERIAL TRANSIT COMPANY OF AMERICA,ACTIVE,10006,NA,05/26/1909,NA,ARIZONA,domestic,40.7091825,-74.0105449
DOUBLE WHIRL MANUFACTURING COMPANY,ACTIVE,11201,NA,05/28/1909,NA,ILLINOIS,domestic,40.6927256,-73.99112459999999
YEXTLA COMPANY,ACTIVE,10005,NA,05/28/1909,NA,DELAWARE,domestic,40.7052078,-74.0074245
MEXICAN FUEL & IRON COMPANY,ACTIVE,10005,NA,05/28/1909,NA,DELAWARE,domestic,40.7052078,-74.0074245
PITTSBURG CONTRACTING COMPANY,ACTIVE,10032,NA,06/02/1909,NA,DELAWARE,domestic,40.8344556,-73.94515849999999
FARM MOTOR IMPLEMENT COMPANY,ACTIVE,10006,NA,06/12/1909,NA,ARIZONA,domestic,40.7095523,-74.0109418
MASON & HANGER CORPORATION,ACTIVE,10011,NA,06/14/1909,NA,WEST VIRGINIA,domestic,40.7409573,-74.0021187
THE CORPORATION OF COLONIA,ACTIVE,10007,NA,06/14/1909,NA,NEW JERSEY,domestic,40.7113424,-74.0105774
VAN NAME AND COMPANY,ACTIVE,10005,NA,06/14/1909,NA,NEW JERSEY,domestic,40.705627,-74.00763100000002
SAM S. SHUBERT BOOKING AGENCY,ACTIVE,10013,NA,03/23/1909,NA,NEW JERSEY,domestic,40.7167003,-74.0038987
THE WEEKS LAND COMPANY,ACTIVE,10005,NA,06/15/1909,NA,CONNECTICUT,domestic,40.708743,-74.00961199999999
SANIFACIENT HUMIDOR COMPANY,ACTIVE,10005,NA,06/17/1909,NA,ILLINOIS,domestic,40.7038598,-74.00828039999999
JANCH-ALLEN CO.,ACTIVE,10006,NA,06/19/1909,NA,NEW JERSEY,domestic,40.7090422,-74.0106759
NATIONAL ECONOMIC GAS BLAST COMPANY,ACTIVE,10005,NA,06/19/1909,NA,DELAWARE,domestic,40.707232,-74.01084759999999
THE DECALCOMANIA COMPANY,ACTIVE,10007,NA,06/23/1909,NA,ILLINOIS,domestic,40.7156475,-74.0098951
HEROY GLASS COMPANY,ACTIVE,10013,NA,06/23/1909,NA,NEW JERSEY,domestic,40.7265141,-74.0074542
LYON BROTHERS,ACTIVE,10013,NA,06/24/1909,NA,ILLINOIS,domestic,43.0558759,-76.9912861
E. L. YOUNG COMPANY,ACTIVE,10006,NA,06/24/1909,NA,NEW JERSEY,domestic,40.7280132,-73.9937917
WILSON REMOVER COMPANY,ACTIVE,10007,NA,06/25/1909,NA,NEW JERSEY,domestic,40.7107327,-74.0109679
QUADRUPLEX AUTO TUBE COMPANY,ACTIVE,10006,NA,06/26/1909,NA,DELAWARE,domestic,40.708882,-74.01143259999999
WILSON SNYDER MANUFACTURING COMPANY,ACTIVE,10006,NA,06/29/1909,NA,PENNSYLVANIA,domestic,40.709581,-74.0114318
FESLER SALES COMPANY,ACTIVE,10005,NA,06/30/1909,NA,DELAWARE,domestic,40.70620539999999,-74.0085357
CRETE CREME COMPANY,ACTIVE,10005,NA,07/08/1909,NA,NEW JERSEY,domestic,40.7087909,-74.0096038
MOSER & WHYTE,ACTIVE,10038,NA,07/08/1909,NA,,domestic,40.7095236,-74.00911260000001
STANLEY GOLLIEK COMPANY,ACTIVE,10010,NA,07/09/1909,NA,NEW JERSEY,domestic,40.743786,-73.9893613
OGDEN IRON AND STEEL MANUFACTURING COMPANY,ACTIVE,10006,NA,07/16/1909,NA,NEW JERSEY,domestic,43.1955305,-77.7850028
THE YATES-SMITH COMPANY,ACTIVE,10026,NA,07/21/1909,NA,KENTUCKY,domestic,40.801097,-73.952899
AMERICAN EDUCATIONAL ALLIANCE INCORPORATED,ACTIVE,10005,NA,07/22/1909,NA,DELAWARE,domestic,40.70597679999999,-74.0103918
THE SMITH-TOMLINSON LAND COMPANY,ACTIVE,10005,NA,07/22/1909,NA,CONNECTICUT,domestic,40.708743,-74.00961199999999
KIRNAN FIRE ALARM COMPANY,ACTIVE,10007,NA,07/23/1909,NA,NEW JERSEY,domestic,40.7107327,-74.0109679
EAGLE MANUFACTURING COMPANY OF BALTIMORE CITY,ACTIVE,10007,NA,08/04/1909,NA,MARYLAND,domestic,40.714299,-74.0058154
STEWART DISTILLING COMPANY,ACTIVE,10029,NA,08/04/1909,NA,PENNSYLVANIA,domestic,40.7115223,-74.0076244
DAVIE RUBBER COMPANY,ACTIVE,10022,NA,08/06/1909,NA,NEW JERSEY,domestic,40.7618074,-73.968503
TB HOLDING COMPANY,ACTIVE,10011,NA,08/09/1809,NA,PENNSYLVANIA,domestic,40.7409573,-74.0021187
STORY BELL LAND COMPANY,ACTIVE,10005,NA,08/09/1909,NA,CONNECTICUT,domestic,40.708743,-74.00961199999999
UNITED STORES LAND AND IMPROVEMENT COMPANY,ACTIVE,10011,NA,08/10/1909,NA,NEW JERSEY,domestic,40.7393647,-73.9941967
E. C. HAZARD & CO.,ACTIVE,10014,NA,08/11/1909,NA,NEW JERSEY,domestic,40.733122,-74.00259299999999
GREATER NEW YORK ESTATES,ACTIVE,10004,NA,08/16/1909,NA,MAINE,domestic,40.7057766,-74.0114409
THE P. & O. MANUFACTURING COMPANY,ACTIVE,10038,NA,08/16/1909,NA,OHIO,domestic,40.711196,-74.004834
THE ECONOMY CONCRETE COMPANY,ACTIVE,10005,NA,08/18/1909,NA,CONNECTICUT,domestic,40.7069772,-74.0095219
THE HENRY LIPKEMANN COMPANY,ACTIVE,10005,NA,08/18/1909,NA,NEW JERSEY,domestic,40.7065445,-74.0108692
J. B. TAYLOR AND COMPANY,ACTIVE,10007,NA,08/19/1909,NA,DELAWARE,domestic,40.7107327,-74.0109679
DORESTT-DE MARRAIS COMPANY,ACTIVE,10016,NA,08/21/1909,NA,NEW JERSEY,domestic,40.7448982,-73.97217189999999
A. H. & F. H. LIPPINCOTT INCORPORATED,ACTIVE,10005,NA,08/24/1909,NA,PENNSYLVANIA,domestic,40.6685952,-73.8423444
GEORGE H. HOYT AND COMPANY,ACTIVE,10001,NA,08/26/1909,NA,PENNSYLVANIA,domestic,40.748963,-73.98688
NATIONAL TERRA COTTA COMPANY,ACTIVE,10038,NA,08/26/1909,NA,NEW JERSEY,domestic,40.7096242,-74.0098678
THE MERCHANTS GARMENT COMPANY,ACTIVE,10036,NA,08/31/1909,NA,INDIANA,domestic,40.7618833,-73.99866519999999
NATIONAL ELECTRIC WELDING COMPANY,ACTIVE,10014,NA,08/31/1909,NA,NEW JERSEY,domestic,40.732736,-74.009547
THE CLARK INCANDESCENT LAMP COMPANY,ACTIVE,10006,NA,09/01/1909,NA,MICHIGAN,domestic,40.7080331,-74.0130887
KETTERLINUS LITHOGRAPHIC MANUFACTURING COMPANY,ACTIVE,10007,NA,09/03/1909,NA,PENNSYLVANIA,domestic,40.71547109999999,-74.00524899999999
PAUL GERLI & CO. INCORPORATED,ACTIVE,10013,NA,09/07/1909,NA,CONNECTICUT,domestic,40.7218616,-74.0001423
EDGAR ALLEN & CO. LIMITED,ACTIVE,10005,NA,09/09/1909,NA,,domestic,40.7064362,-74.00962969999999
THE VEHICLE APRON & HOOD COMPANY,ACTIVE,10007,NA,09/09/1909,NA,OHIO,domestic,40.7151056,-74.00957559999999
PETER WOLL & SONS MANUFACTURING COMPANY,ACTIVE,10007,NA,09/13/1909,NA,PENNSYLVANIA,domestic,40.71344,-74.0074917
THE BONDHOLDERS CORPORATION,ACTIVE,10006,NA,08/03/1909,NA,NEW JERSEY,domestic,40.708882,-74.01143259999999
THE FRANK G. TULLIDGE COMPANY,ACTIVE,10005,NA,10/04/1909,NA,OHIO,domestic,40.707631,-74.00833949999999
RECORD DEVELOPMENT COMPANY,ACTIVE,10006,NA,09/17/1909,NA,NEW JERSEY,domestic,40.7091825,-74.0105449
MUTUAL INCORPORATING & FINANCING COMPANY INC.,ACTIVE,10038,NA,10/15/1909,NA,NEW JERSEY,domestic,40.7109854,-74.0065454
COLUMBIAN MAGAZINE PUBLISHING COMPANY,ACTIVE,10010,NA,10/19/1909,NA,DELAWARE,domestic,40.7411565,-73.986901
DAIRY AND CONFECTIONARY REFRIGERATION COMPANY,ACTIVE,10005,NA,10/20/1909,NA,NEW JERSEY,domestic,40.7065813,-74.0098646
UNION CAFE COMPANY,ACTIVE,10018,NA,10/20/1909,NA,NEW JERSEY,domestic,40.753858,-73.986654
THE WM. B. MCLAIN REALTY CO.,ACTIVE,10001,NA,10/22/1909,NA,NEW JERSEY,domestic,40.7495102,-73.9870698
PHOENIX NOVELTY MANUFACTURING COMPANY,ACTIVE,10013,NA,10/22/1909,NA,PENNSYLVANIA,domestic,40.7220563,-74.0031582
BRUNS KIMBALL & CO.,ACTIVE,10006,NA,09/21/1909,NA,NEW JERSEY,domestic,40.7131603,-74.01336529999999
GARNER VENTILATING COMPANY,ACTIVE,10006,NA,10/28/1909,NA,ILLINOIS,domestic,40.7131603,-74.01336529999999
TAIT PRODUCER COMPANY,ACTIVE,10006,NA,10/29/1909,NA,NEW JERSEY,domestic,40.7080331,-74.0130887
